First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
URBAN,EDGE BUILDERS LLC,4202 F ST,HOUSTON,TX,77072-5366,4202 F ST,HOUSTON,TX,77072,Lis Pendens,L/P,2026-05-29,RP-2026-210248,,90,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWGrWvi+sjFtoLlOKI+AQRcztiL9aGrJ7/3O5N1M3C1XEyOryTHzFVgHPe0gJ2W0/AT1mUO+qwhclgwiwBU/6sQxbuAKIa5d3tGSIxvsCFe7luctlXQwfy7dMcEYHZUOkg==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213115,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVfjLXzHtfgcx/jDHyhV86YFnFR2ddTA9FjL4lh+QxtR5zr3INKEV++K5+G4XKLoRpNqnbjdePTDdsU683KGwwDl7A5V3bYupP9P1yFP1My86k4H4Zr/jSq2dgqX+etN/g==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213111,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVTSVw7LKdrbS+kyHyhPSvLJGMyIpabwfaJLWV/cgLgWGpW8kHel6qwaoV1BTpnx1uzMusewJPkNQ6qqs7fnylzGc4+QBRSr1s2iSTVYWTNSq7Q8IxGjfiyyg/m3094Opg==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213107,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVen85+a0l7kqeZzaJsDdw9hycs7heGIocizRawag8KT6880QXyOwEEjeRNwDK8F6HWgEx3ONeXWZ0VNxubniOSVYRy6dgaEpyqb8ooKRe7bV1wn5Kvl8HS69eNg+7Oa6hA==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213106,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVRWssDpVyQqM+OF1y3IWGTJmEFcers06syQsxH+ZQCHKh1gUJ4xeok1vRPeN9qymjpirkM/o4cXOePsA8NeaC762ik/S4qEO5zMLZJp7XOgMNK2UEHN2U3F1fRaA098fg==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213103,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVWTgXpTUnqhv4yloSa3TuwQ/G+8inbWmjPIgt+sC41bxBepSCkvy4N/KBb3e9Bg85yPLeAk3G8J99oruxyq1Bv2UCqG1rRlDBW+D6DO4GpqQz4NpOftq4kHab3SqJta/A==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213098,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUUoPcKLxTRoMn+3Sf8CiYBfNzR3rwhx+bGMlIJo0ZENgw2Ah10Z2K+wWJxbklgxWnZmjiV3LjnMWP5XyZGLDQYfehpoCm9jrRdz8CLbngeLR0BaLYrBuWgZhB57NIjM+w==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213097,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYRhch8usqIMCZSHeKgiscSEAXKYQ/r5TfOSpoHmIo3NMqb07u6xEttAsvwdEYZip1nd91059G13DrhsmRSlKbnc1/3dELdmu4mxmqgLRflZQrRNMVTrFFb+/mBEnrGSnQ==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213094,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRMamZeCvy0BPMkOCKGOCXaCnjZmVoIj9ijtpZNIxcrzN59m0+xFkLkJfmSw+BU2GL09xpbIsNU8GavMQ/E4Rfyfs2Ih/dOHlLWS6dLCPp9E7KavIs/b2SanX+R06TB3XA==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213090,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfF59xBz0JWChrl0qRlvnO/GZFMSPhU1Bc3TZxRULf410aVZZ3MWy5cpHUR9FaaQjrzLPYOGZAhPEdSZhm1Omq2vSchTF9sA04KJEA7e/Uo5lX49cX3UEpe0qWh8bE2CXA==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213083,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVS2PscN10adx5V2UXOy2Mr89zZ5fvir7TcLnpWhqzezKO2ruGOIa3rl6KDrvx6dkV9OxgEkBFeJPFB+na3Wpu4td/CwIA+QKC9UsqpnC0kI1VrBbUiFq4BfBgaKw0U415w==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213076,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQYRFXu5rAv53tvCUMamRTlv0xtcJ2T73luj78Pf8bGqNGPGBftyxgi4yeEqQEoJnc9/4HEMAw7kDY3p5B0NrJNS6fyMzvlQ89Ag2jhYQzDjzB1cREhUhqYUtmEFa90uMw==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213068,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXtgBgpO8oQZE/gHMdpuEeMXl4IJG4zKL0oGKvalJE8bDkiAxk1bl8kaohF8dLvgOMqpm+0BwiWooqgY5Lvz7T9J6HLvcae5rbltG3vIrEyyrvkCe9/zgx+dxWT00/NYCw==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213065,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSD98jB7tr7OOGymBek3HEpUKCt0lqK5re9TuWqETRVgfQpo1MeYS1lLqv09bh6FrZy272WZRFE3sZLCzAZrNpDxlakT5L+S0of9DU9CPZWUYXVhNiitECJmFkWV1loldg==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213058,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZMgFyRDd5+sanS1BGf9ZytGFrI+m250fLbSlnjaxHNQ3VgCpDYwZsJsrsvQQDrPAqJVovN73C+jvYLbMoxkxFGT2IqyiSIsE3sGWljqPY7tJOYe1eDW6svXMXMggwkw9g==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213057,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfmWollY23Zic0+399oaKa6LNXl3CyCoReJBoPO6XA0mBdUV8X4uCweWhrOx60avtK9UmqnpLwciXorozJ/HelZ9fuwDnf2Db2s+FswBRkIMtg6CKeCcpjNJYwXcVChoRQ==
WILLOWBEND,POINT LP,1215 GESSNER DR,HOUSTON,TX,77055,0 STELLA LINK RD,HOUSTON,TX,77025,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213048,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdT6bQCMxl7ibnFBXgCCM7ktHQtQ+/DFphZ70I1QVasYhfhr8hY3ZH3aVRduF7Eaql4DVMMZM+Xs/Pku5oXj3EcNS8bQBjZ40scX09aB5BNtb/TzleWXsQl3Fg33wV3Meg==
U,S HOME LLC,550 GREENS PKWY STE 200,HOUSTON,TX,77067-4538,5315 INGOMAR WAY,HOUSTON,TX,77053,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213038,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcgHUqJ1NIcn4yB0TF7Jj7V07/qXtR/N2+7Vbch9nZuEd9O9F3EXAlUxdQ6sfm3dPup9FeXvDcMkaVoDxEg/MWWziV292mNrM1vRBYX5gpf/sCSdyC6OouJsWiXZak6AwA==
NEWMARK,HOMES HOUSTON LLC,23033 GRAND CIRCLE BLVD STE 200,KATY,TX,77449-2461,0 GRANT RD,CYPRESS,TX,77429,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212960,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWmF88Klt0RJvAzR1jpuZNZH0prVfaitqJmGTWohNPP4jV2Phsi9MrqqU2jaYayCv6vDiu9Dn3mJmRfPNA00kShHhfmLFS0nKXBEu4FUMP93x+c5YUPcLONTzDqycOskpw==
MIRZA,& ASSOCIATES LLC,PO BOX 300405,HOUSTON,TX,77230-0405,5704 EDGEMOOR DR 74,HOUSTON,TX,77081,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212932,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXc86XcnuY5wOwgQhMnLTX+KT9zIrsQMhzY6wOP51rA57m84d2qcIt/GY+ccn6W9AvzVdyM+h/5RFPK+L8YEf/JvJK4BKw/WkjuPnM3bAw9sU4KTCasKu8awYwUBeqp+zQ==
OPENDOOR,PROPERTY J LLC,410 N SCOTTSDALE RD STE 1600,TEMPE,AZ,85288-0976,614 S 6TH ST,LA PORTE,TX,77571,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212908,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZ0G33h+TZ5BL4Z4CHp4sdU9o4ex7gdaw3NcyKt2H6MqcX5SaWaylHbTHGY9HhBVOqnQ6t+HvaBurfa/CXp5DoKEusdmPfXIYCZcJIVPtCZV4Kp089x77Mh4D8kb7rFG5A==
SG,ALTERNATIVE TITLE TRUST 2025-NPL2 SERIES 2,500 DELAWARE AVE 11TH FL,WILMINGTON,DE,19801-1490,17627 TERRAWREN LN,SPRING,TX,77379,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212891,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc9AWS1GUdQXN69SJzJcCEYKWQqPTczEdvO7twTCARsLf1p3TQb76X/05ZKb1vakoBUYdzUxLF2GJt6PEslGOh093BcNlg+LOOrvSrE8bElMdf1cmzlnm4zC6hYMkhFIwQ==
TAYLOR,MORRISON OF TEXAS INC,3250 BRIARPARK DR STE 300,HOUSTON,TX,77042-4461,0 TUCKERTON RD,HOUSTON,TX,77095,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212871,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWYCNDh9xJdgXk7NmQDeCesZ8/RZt7Gx4I/h3dCdj5hZPQV+ZafhRdsUCF+tmJjteJwze3qFUVGCf7zw5JWDruVVFY/XoSl9T1QmQ8Vqal92Ck8oa8vKktYu12x2S/WHiA==
SINCLAIR,LAUREN ELIZABETH,1223 BETHLEHEM ST,HOUSTON,TX,77018-1917,1223 BETHLEHEM ST,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212837,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbnQIkWUwKtg3YTTPjdLkOafZdBMTKNg9VMaUN4ChhJYXt2Q/3dTl78E5t3c2w0mG4ungBheCX2YRYfVegpmhmL0mWBiR8U11A1hdvI/U3eVa86jUvoNI4wl4DaB9dFpLA==
SINCLAIR,LAUREN ELIZABETH,1223 BETHLEHEM ST,HOUSTON,TX,77018-1917,1223 BETHLEHEM ST,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212836,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVee/QAFvE8l45h7UGfvl27lMhklrirPejHrXydTEn/IQqpmbE6jojUpJTgc+OIA24beud4Al6B3tmrBxO6mertUKerlXWUuMpNDAnLew59XmrMAeJURopY1xr/amZbr7Og==
JBZ,MUSTANG MEADOWS LLC,10720 W SAM HOUSTO PKWY N STE 100,MARYVILLE,TN,37804-,0 ENCINO FOREST WAY,TOMBALL,TX,77377,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212776,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUYyquMHY64D4ym6zAGcBU716AD3nGNfeU0CXzz0miXnCDMCzsafn92JdqcbIJZ4eB1ub0ZIC8tSxgNUmFR2chYkMt6fHT0g7xPw9teoCW4v5zHvfUGJjEs44SYhv/n9/Q==
NEWMARK,HOMES HOUSTON LLC,23033 GRAND CIRCLE BLVD STE 200,KATY,TX,77449-2461,0 GRANT RD,CYPRESS,TX,77429,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212752,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQ516vcBKTcEcFXFTdFs2WvZtdCxS2RM/Rr7kWyTJD+vzqbbHPoCEo3ZSVmQZo0tfO0CzmKMVRrmAxw8dlEaun/8yuzOlY2VXVMSC/ITSJzL/+TzCB4XQM/gcwS2FQVQ1A==
HOUSTON,LAKE ESTATES LLC,PO BOX 1562,HOUSTON,TX,77251-1562,0 EXEMPT,HUFFMAN,TX,77336,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212730,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdLykCG8QJg6DbxaI7vWIQ3GxvOOP9ldkuay+iOidvcnt78dDNeL5epEMY4ngLraThHLP5XQ8Z2vMWPXfy3MS1Gfa6c+uwTg/0w0kLMALxX7+CdxmRSKedK4DUWniyta5A==
LONG,LAKE LTD,15915 KATY FWY STE 405,HOUSTON,TX,77094-1710,0 GREENHOUSE RD,HOUSTON,TX,77084,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212636,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSHhbTop+ESmScqzKb1QubyyQYx1Z7aknI2L8clCNKz7WWNOvfl/dlVa/MK5OadSN+bI8P6S1qTLWAXzd9dJ3niZ8at0YbusRs09JY3nSg3W/WsI5IfN48oBPgK/e+mkMw==
PURCHASING,FUND 2023-2 LLC,1007 S CONGRESS AVE BLDG 9 STE 415,AUSTIN,TX,78704-8707,4843 BRICKER ST,HOUSTON,TX,77033,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212632,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRMQ+3nEEN1hY4gxku/jURfRPV+nKo/oPjIKSbrOoL5v34/U3nanBAPPg2y+RTgkSJj+IXt04vMLMF7N1W7ijPrOcj9Th252+iC9vTc2NejeZoAdeDzC+VluRuW1v6xELw==
HARRISON,DEVELOPMENT GROUP LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212522,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQ3P3PZmuEQ9sKueClpNr77Rkt9/BimxitVNUcNmXQBpb19SePA3Cl5Pe/E/FJ3lW3Lzo7Qnd/PeL4nMHBbmfZZjTYqPIPk5Ap0tCRU16fTgZ5jtWZb0L7wSxhjmc8+B+A==
HARRISON,DEVELOPMENT GROUP LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212521,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfA0pokjKte+UC0qO7gHoNiscD9f9gVrcBcBkdn/vMpoFJktR5KYIcyCor3C5bbuxZI8hsYimDiN/rDVFEjhb38alTMJjY404xYeppaLlCC4j2BOVcM8aesullajP0FQvQ==
HARRISON,DEVELOPMENT GROUP LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212520,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYStLpqMD22bP/zvktq4r8PCKcmpnZ9fK9l9NYZIAKSnfjCbzMlme/SyjCSS46B7BAMfmtyyU0N43SicTrQPe2r9OazqTjQuCr75Yp07C77ZZbbvjCAmH2EX4xdjSM5vMg==
TRICON,SFR 2020-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705-5426,4501 CLOVER ST,HOUSTON,TX,77051,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212309,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSstaj9V9c8F2+bo9mMrXt18V1fu5+whcOZK/3ohKYOSSG2SrxhSdXFawnwXYn4b4gn7rMPBWHgQyQBdhOIhYjg9WkGUg9CWweGeaR5KPqsNOpbgbJ96Q8vAA6nO7JbUnQ==
THE,OAKS CAPITAL GROUP LLC,2215 LANARK AVE,DALLAS,TX,75203-4528,12038 BISSONNET ST,HOUSTON,TX,77099,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212305,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdpGwGd0mkfquGYE+xV92s22brgdQXcg/1m4iMCzmwW5PiLjYQQk5Z3ZmvZ1vHTDmMyebmW7I/k3TWgSQZJIcr8BGok8znudl39rJl/jECVJ0/tOAZmi6JTzfkfpcASJbg==
UNBREAKABLE,FENCE & IRON LLC,7401 LEWISTON ST,HOUSTON,TX,77049-2742,7401 LEWISTON ST,HOUSTON,TX,77049,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212229,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdNx+pIXDFUXDU8etrzuJxRJMbmrNppwbMD3M4/3yoj+CugEsxHWZrvEYpULkrEEYqI1RjpU70TbVRD3gJlxlx16K+pD0Dk3XJT7t/kxyW5eyH/kSGm4IkBK2UPiLvf+fw==
RAVENNA,HOMES LLC,9945 BARKER CYPRESS STE 250,CYPRESS,TX,77433-5321,0 ESPEJITOS CT,CYPRESS,TX,77433,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212171,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaoEw63D7HEYz0yziUeTBdPDNoM2+RxUGF34ztG5kFIfPwqd/Ni1TuffpplYjc1VVFupiK+/Y/FoJ/7U0H1HekJ/JkSmO8FJyVUU2/sjqsK7XtWrA73LO935o9peGOy9yg==
NEWMARK,HOMES HOUSTON LLC,23033 GRAND CIRCLE BLVD STE 200,KATY,TX,77449-2461,0 GRANT RD,CYPRESS,TX,77429,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212152,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYQpGyBOkcNmdeTLTJfc1ILqBkYB1kZEXtDVqUwc3Va3FDsDHfneXOry1hgFU1JOYzR+JplH3vx3wGK9+UIh/XQCUdbOO6cVee0/9CbGKNx6RzKF7nJ4qfaAh86JWvikWg==
NEWMARK,HOMES HOUSTON LLC,23033 GRAND CIRCLE BLVD STE 200,KATY,TX,77449-2461,0 GRANT RD,CYPRESS,TX,77429,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212151,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfOBWeFYEHwtaHyqkiZWq1HjKfDlwKANe/hM97UFKmNfZCCTq6GjmOndf8bylePr8isU8vsnTjV41ROREjJngx/eXPMHzzBAb/IvClF6RsEcAaNMg8/CFvpDw6sTsdLhww==
K,HOVNANIAN OF HOUSTON II LLC,13111 NORTHWEST FWY STE 200,HOUSTON,TX,77040-6311,2016 WINDSOR MEADOW TRACE,HOUSTON,TX,77051,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212148,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYe8B34DSe0G8BYuVTI7reAMz8r5OeFdIxhI48wWIOq8MqgwKl0QMdaRb9yqZR7Bv/ARWvrF9PrbuQw3+KHSFZ0O5aPROGgx894zNmh9nse/S/jA6f4T/3fibE8xJtY0rg==
SCOTSBROOK,LLC,16635 SPRING CYPRESS RD STE 741,CYPRESS,TX,77429-1713,5531 ELM TREE DR,HOUSTON,TX,77048,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212083,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWwqxIZdf0HTgh2o4tlX2Tme/JokjwAGNZnYsTpgiUS+nYbAjfn1VwmpglhGH6VyERGg65mxWAuPP15eumHzsxRfD1ytftgc5PKeH1X1rTFDzy/oG/xTs0MuMoY41xoO9A==
STONEHOLLOW,PROFESSIONAL CENTER LLC,123 W MAIN ST,HUMBLE,TX,77338-4398,0 N MEMORIAL DR,HUMBLE,TX,77338,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212071,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVduC9fUuRWH443fzmDHPu7WdGRAEv0hBusOellqeFQn/tJO6cM3TH65Du/mhVR/DFoWPovsi9IMgucfmfIpKycyFiVr6Cj+Nl+xWNvBeBa/C2+gYyhmZO0SetCu1sGOrOg==
